URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.285,20230404000000,retired,"1.2.250.1.213.1.1.5.285",JDV_Foie_pT_CISIS,JDV_Foie_pT_CISIS,"JDV_Foie_pT_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.286,20230404000000,retired,"1.2.250.1.213.1.1.5.286",JDV_Foie_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Foie_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Foie_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.287,20230404000000,retired,"1.2.250.1.213.1.1.5.287",JDV_Generique_Caractere_unique_multiple_lesion_CISIS,JDV_Generique_Caractere_unique_multiple_lesion_CISIS,"JDV_Generique_Caractere_unique_multiple_lesion_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.288,20230404000000,retired,"1.2.250.1.213.1.1.5.288",JDV_Generique_Caractere_unique_multiple_tumeur_CISIS,JDV_Generique_Caractere_unique_multiple_tumeur_CISIS,"JDV_Generique_Caractere_unique_multiple_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.289,20230404000000,retired,"1.2.250.1.213.1.1.5.289",JDV_Generique_Extension_microscopique_macroscopique_lesion_CISIS,JDV_Generique_Extension_microscopique_macroscopique_lesion_CISIS,"JDV_Generique_Extension_microscopique_macroscopique_lesion_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.29,20100101000000,active,"1.2.250.1.213.1.1.5.29",JDV_TypeLecture_CISIS,JDV_TypeLecture_CISIS,"JDV_TypeLecture_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.290,20241213000000,retired,"1.2.250.1.213.1.1.5.290",JDV_Generique_Grade_histologique_2_classes_CISIS,JDV_Generique_Grade_histologique_2_classes_CISIS,"JDV_Generique_Grade_histologique_2_classes_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.291,20241213000000,retired,"1.2.250.1.213.1.1.5.291",JDV_Generique_Grade_histologique_WHO_CISIS,JDV_Generique_Grade_histologique_WHO_CISIS,"JDV_Generique_Grade_histologique_WHO_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.292,20230404000000,retired,"1.2.250.1.213.1.1.5.292",JDV_Generique_Localisation_lesion_CISIS,JDV_Generique_Localisation_lesion_CISIS,"JDV_Generique_Localisation_lesion_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.293,20230404000000,retired,"1.2.250.1.213.1.1.5.293",JDV_Generique_Localisation_tumeur_CISIS,JDV_Generique_Localisation_tumeur_CISIS,"JDV_Generique_Localisation_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.294,20230404000000,retired,"1.2.250.1.213.1.1.5.294",JDV_Generique_Localisation_ganglions_CISIS,JDV_Generique_Localisation_ganglions_CISIS,"JDV_Generique_Localisation_ganglions_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.295,20230404000000,retired,"1.2.250.1.213.1.1.5.295",JDV_Generique_Observation_anatomie_pathologique_CISIS,JDV_Generique_Observation_anatomie_pathologique_CISIS,"JDV_Generique_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.296,20230404000000,retired,"1.2.250.1.213.1.1.5.296",JDV_Generique_Organe_region_prelevement_CISIS,JDV_Generique_Organe_region_prelevement_CISIS,"JDV_Generique_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.297,20230404000000,retired,"1.2.250.1.213.1.1.5.297",JDV_Generique_pM_CISIS,JDV_Generique_pM_CISIS,"JDV_Generique_pM_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.298,20230404000000,retired,"1.2.250.1.213.1.1.5.298",JDV_Generique_pN_CISIS,JDV_Generique_pN_CISIS,"JDV_Generique_pN_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.299,20230404000000,retired,"1.2.250.1.213.1.1.5.299",JDV_Generique_Procedure_prelevement_CISIS,JDV_Generique_Procedure_prelevement_CISIS,"JDV_Generique_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.30,20241213000000,retired,"1.2.250.1.213.1.1.5.30",JDV_CodeNoMedication_CISIS,JDV_CodeNoMedication_CISIS,"JDV_CodeNoMedication_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.300,20230404000000,retired,"1.2.250.1.213.1.1.5.300",JDV_Generique_pT_CISIS,JDV_Generique_pT_CISIS,"JDV_Generique_pT_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.301,20230404000000,retired,"1.2.250.1.213.1.1.5.301",JDV_Generique_Qualite_prelevement_CISIS,JDV_Generique_Qualite_prelevement_CISIS,"JDV_Generique_Qualite_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.302,20230404000000,retired,"1.2.250.1.213.1.1.5.302",JDV_Generique_Reponse_histologique_traitement_neoadjuvant_CISIS,JDV_Generique_Reponse_histologique_traitement_neoadjuvant_CISIS,"JDV_Generique_Reponse_histologique_traitement_neoadjuvant_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.303,20230404000000,retired,"1.2.250.1.213.1.1.5.303",JDV_Generique_Type_histologique_lesion_CISIS,JDV_Generique_Type_histologique_lesion_CISIS,"JDV_Generique_Type_histologique_lesion_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.304,20230404000000,retired,"1.2.250.1.213.1.1.5.304",JDV_Generique_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Generique_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Generique_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.305,20230404000000,retired,"1.2.250.1.213.1.1.5.305",JDV_Generique_Type_macroscopique_invasif_CISIS,JDV_Generique_Type_macroscopique_invasif_CISIS,"JDV_Generique_Type_macroscopique_invasif_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.306,20230404000000,retired,"1.2.250.1.213.1.1.5.306",JDV_Glande_salivaire_Extension_microscopique_macroscopique_tumeur_CISIS,JDV_Glande_salivaire_Extension_microscopique_macroscopique_tumeur_CISIS,"JDV_Glande_salivaire_Extension_microscopique_macroscopique_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.307,20230404000000,retired,"1.2.250.1.213.1.1.5.307",JDV_Glande_salivaire_Localisation_ganglions_CISIS,JDV_Glande_salivaire_Localisation_ganglions_CISIS,"JDV_Glande_salivaire_Localisation_ganglions_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.308,20230404000000,retired,"1.2.250.1.213.1.1.5.308",JDV_Glande_salivaire_Observation_anatomie_pathologique_CISIS,JDV_Glande_salivaire_Observation_anatomie_pathologique_CISIS,"JDV_Glande_salivaire_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.309,20230404000000,retired,"1.2.250.1.213.1.1.5.309",JDV_Glande_salivaire_Organe_region_prelevement_CISIS,JDV_Glande_salivaire_Organe_region_prelevement_CISIS,"JDV_Glande_salivaire_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.31,20230803000000,active,"1.2.250.1.213.1.1.5.31",JDV_ExamensRealises_CISIS,JDV_ExamensRealises_CISIS,"JDV_ExamensRealises_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.310,20230404000000,retired,"1.2.250.1.213.1.1.5.310",JDV_Glande_salivaire_pN_CISIS,JDV_Glande_salivaire_pN_CISIS,"JDV_Glande_salivaire_pN_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.311,20230404000000,retired,"1.2.250.1.213.1.1.5.311",JDV_Glande_salivaire_Procedure_prelevement_CISIS,JDV_Glande_salivaire_Procedure_prelevement_CISIS,"JDV_Glande_salivaire_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.312,20230404000000,retired,"1.2.250.1.213.1.1.5.312",JDV_Glande_salivaire_pT_CISIS,JDV_Glande_salivaire_pT_CISIS,"JDV_Glande_salivaire_pT_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.313,20230404000000,retired,"1.2.250.1.213.1.1.5.313",JDV_Glande_salivaire_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Glande_salivaire_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Glande_salivaire_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.314,20230404000000,retired,"1.2.250.1.213.1.1.5.314",JDV_Larynx_Extension_microscopique_macroscopique_tumeur_CISIS,JDV_Larynx_Extension_microscopique_macroscopique_tumeur_CISIS,"JDV_Larynx_Extension_microscopique_macroscopique_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.315,20230404000000,retired,"1.2.250.1.213.1.1.5.315",JDV_Larynx_Localisation_tumeur_CISIS,JDV_Larynx_Localisation_tumeur_CISIS,"JDV_Larynx_Localisation_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.316,20230404000000,retired,"1.2.250.1.213.1.1.5.316",JDV_Larynx_Localisation_ganglions_CISIS,JDV_Larynx_Localisation_ganglions_CISIS,"JDV_Larynx_Localisation_ganglions_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.317,20230404000000,retired,"1.2.250.1.213.1.1.5.317",JDV_Larynx_Observation_anatomie_pathologique_CISIS,JDV_Larynx_Observation_anatomie_pathologique_CISIS,"JDV_Larynx_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.318,20230404000000,retired,"1.2.250.1.213.1.1.5.318",JDV_Larynx_Organe_region_prelevement_CISIS,JDV_Larynx_Organe_region_prelevement_CISIS,"JDV_Larynx_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.319,20230404000000,retired,"1.2.250.1.213.1.1.5.319",JDV_Larynx_pN_carcinome_sauf_melanome_muqueux_malin_CISIS,JDV_Larynx_pN_carcinome_sauf_melanome_muqueux_malin_CISIS,"JDV_Larynx_pN_carcinome_sauf_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.32,20230131000000,active,"1.2.250.1.213.1.1.5.32",JDV_StatutDocPPSPAERPA_CISIS,JDV_StatutDocPPSPAERPA_CISIS,"JDV_StatutDocPPSPAERPA_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.320,20230404000000,retired,"1.2.250.1.213.1.1.5.320",JDV_Larynx_pN_melanome_muqueux_malin_CISIS,JDV_Larynx_pN_melanome_muqueux_malin_CISIS,"JDV_Larynx_pN_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.321,20230404000000,retired,"1.2.250.1.213.1.1.5.321",JDV_Larynx_Procedure_prelevement_CISIS,JDV_Larynx_Procedure_prelevement_CISIS,"JDV_Larynx_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.322,20230404000000,retired,"1.2.250.1.213.1.1.5.322",JDV_Larynx_pT_carcinom_glotte_sauf_melanome_muqueux_malin_CISIS,JDV_Larynx_pT_carcinom_glotte_sauf_melanome_muqueux_malin_CISIS,"JDV_Larynx_pT_carcinom_glotte_sauf_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.323,20230404000000,retired,"1.2.250.1.213.1.1.5.323",JDV_Larynx_pT_carcinome_sous_glottique_sauf_melanome_muqueux_malin_CISIS,JDV_Larynx_pT_carcinome_sous_glottique_sauf_melanome_muqueux_malin_CISIS,"JDV_Larynx_pT_carcinome_sous_glottique_sauf_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.324,20230404000000,retired,"1.2.250.1.213.1.1.5.324",JDV_Larynx_pT_melanome_muqueux_malin_CISIS,JDV_Larynx_pT_melanome_muqueux_malin_CISIS,"JDV_Larynx_pT_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.325,20230404000000,retired,"1.2.250.1.213.1.1.5.325",JDV_Larynx_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Larynx_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Larynx_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.326,20230404000000,retired,"1.2.250.1.213.1.1.5.326",JDV_Levres_cavite_buccale_Extension_microscopique_macroscopique_tumeur_CISIS,JDV_Levres_cavite_buccale_Extension_microscopique_macroscopique_tumeur_CISIS,"JDV_Levres_cavite_buccale_Extension_microscopique_macroscopique_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.327,20230404000000,retired,"1.2.250.1.213.1.1.5.327",JDV_Levres_cavite_buccale_Localisation_ganglions_CISIS,JDV_Levres_cavite_buccale_Localisation_ganglions_CISIS,"JDV_Levres_cavite_buccale_Localisation_ganglions_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.328,20230404000000,retired,"1.2.250.1.213.1.1.5.328",JDV_Levres_cavite_buccale_Observation_anatomie_pathologique_CISIS,JDV_Levres_cavite_buccale_Observation_anatomie_pathologique_CISIS,"JDV_Levres_cavite_buccale_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.329,20230404000000,retired,"1.2.250.1.213.1.1.5.329",JDV_Levres_cavite_buccale_Organe_region_prelevement_CISIS,JDV_Levres_cavite_buccale_Organe_region_prelevement_CISIS,"JDV_Levres_cavite_buccale_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.33,20100101000000,active,"1.2.250.1.213.1.1.5.33",JDV_TypeMammographie_CISIS,JDV_TypeMammographie_CISIS,"JDV_TypeMammographie_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.330,20230404000000,retired,"1.2.250.1.213.1.1.5.330",JDV_Levres_cavite_buccale_pN_CISIS,JDV_Levres_cavite_buccale_pN_CISIS,"JDV_Levres_cavite_buccale_pN_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.331,20230404000000,retired,"1.2.250.1.213.1.1.5.331",JDV_Levres_cavite_buccale_Procedure_prelevement_CISIS,JDV_Levres_cavite_buccale_Procedure_prelevement_CISIS,"JDV_Levres_cavite_buccale_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.332,20230404000000,retired,"1.2.250.1.213.1.1.5.332",JDV_Levres_cavite_buccale_pT_carcinome_sauf_melanome_muqueux_malin_CISIS,JDV_Levres_cavite_buccale_pT_carcinome_sauf_melanome_muqueux_malin_CISIS,"JDV_Levres_cavite_buccale_pT_carcinome_sauf_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.333,20230404000000,retired,"1.2.250.1.213.1.1.5.333",JDV_Levres_cavite_buccale_pT_melanome_muqueux_malin_CISIS,JDV_Levres_cavite_buccale_pT_melanome_muqueux_malin_CISIS,"JDV_Levres_cavite_buccale_pT_melanome_muqueux_malin_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.334,20230404000000,retired,"1.2.250.1.213.1.1.5.334",JDV_Levres_cavite_buccale_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Levres_cavite_buccale_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Levres_cavite_buccale_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.335,20230404000000,retired,"1.2.250.1.213.1.1.5.335",JDV_Oesophage_Extension_microscopique_macroscopique_tumeur_CISIS,JDV_Oesophage_Extension_microscopique_macroscopique_tumeur_CISIS,"JDV_Oesophage_Extension_microscopique_macroscopique_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.336,20230404000000,retired,"1.2.250.1.213.1.1.5.336",JDV_Oesophage_Localisation_tumeur_CISIS,JDV_Oesophage_Localisation_tumeur_CISIS,"JDV_Oesophage_Localisation_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.337,20230404000000,retired,"1.2.250.1.213.1.1.5.337",JDV_Oesophage_Localisation_limites_resection_CISIS,JDV_Oesophage_Localisation_limites_resection_CISIS,"JDV_Oesophage_Localisation_limites_resection_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.338,20230404000000,retired,"1.2.250.1.213.1.1.5.338",JDV_Oesophage_Observation_anatomie_pathologique_CISIS,JDV_Oesophage_Observation_anatomie_pathologique_CISIS,"JDV_Oesophage_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.339,20230404000000,retired,"1.2.250.1.213.1.1.5.339",JDV_Oesophage_Organe_region_prelevement_CISIS,JDV_Oesophage_Organe_region_prelevement_CISIS,"JDV_Oesophage_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.34,20230428000000,active,"1.2.250.1.213.1.1.5.34",JDV_AntecedentsPersonnels_CISIS,JDV_AntecedentsPersonnels_CISIS,"JDV_AntecedentsPersonnels_CISIS",,"Internal,THO"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.340,20230404000000,retired,"1.2.250.1.213.1.1.5.340",JDV_Oesophage_pN_CISIS,JDV_Oesophage_pN_CISIS,"JDV_Oesophage_pN_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.341,20230404000000,retired,"1.2.250.1.213.1.1.5.341",JDV_Oesophage_Procedure_prelevement_CISIS,JDV_Oesophage_Procedure_prelevement_CISIS,"JDV_Oesophage_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.342,20230404000000,retired,"1.2.250.1.213.1.1.5.342",JDV_Oesophage_pT_CISIS,JDV_Oesophage_pT_CISIS,"JDV_Oesophage_pT_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.343,20230404000000,retired,"1.2.250.1.213.1.1.5.343",JDV_Oesophage_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Oesophage_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Oesophage_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.344,20230404000000,retired,"1.2.250.1.213.1.1.5.344",JDV_Ovaire_Extension_microscopique_macroscopique_tumeur_CISIS,JDV_Ovaire_Extension_microscopique_macroscopique_tumeur_CISIS,"JDV_Ovaire_Extension_microscopique_macroscopique_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.345,20230404000000,retired,"1.2.250.1.213.1.1.5.345",JDV_Ovaire_Grade_histologique_carcinome_mucineux_ovaire_CISIS,JDV_Ovaire_Grade_histologique_carcinome_mucineux_ovaire_CISIS,"JDV_Ovaire_Grade_histologique_carcinome_mucineux_ovaire_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.346,20230404000000,retired,"1.2.250.1.213.1.1.5.346",JDV_Ovaire_Grade_histologique_CISIS,JDV_Ovaire_Grade_histologique_CISIS,"JDV_Ovaire_Grade_histologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.347,20230404000000,retired,"1.2.250.1.213.1.1.5.347",JDV_Ovaire_Grade_histologique_Teratome_immature_CISIS,JDV_Ovaire_Grade_histologique_Teratome_immature_CISIS,"JDV_Ovaire_Grade_histologique_Teratome_immature_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.348,20230404000000,retired,"1.2.250.1.213.1.1.5.348",JDV_Ovaire_Localisation_ganglions_CISIS,JDV_Ovaire_Localisation_ganglions_CISIS,"JDV_Ovaire_Localisation_ganglions_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.349,20230404000000,retired,"1.2.250.1.213.1.1.5.349",JDV_Ovaire_Observation_anatomie_pathologique_CISIS,JDV_Ovaire_Observation_anatomie_pathologique_CISIS,"JDV_Ovaire_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.35,20240719000000,active,"1.2.250.1.213.1.1.5.35",JDV_MotifDiagnostic_CISIS,JDV_MotifDiagnostic_CISIS,"JDV_MotifDiagnostic_CISIS",,"Internal"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.350,20230404000000,retired,"1.2.250.1.213.1.1.5.350",JDV_Ovaire_Organe_region_prelevement_CISIS,JDV_Ovaire_Organe_region_prelevement_CISIS,"JDV_Ovaire_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.351,20230404000000,retired,"1.2.250.1.213.1.1.5.351",JDV_Ovaire_pN_CISIS,JDV_Ovaire_pN_CISIS,"JDV_Ovaire_pN_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.352,20230404000000,retired,"1.2.250.1.213.1.1.5.352",JDV_Ovaire_Procedure_prelevement_CISIS,JDV_Ovaire_Procedure_prelevement_CISIS,"JDV_Ovaire_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.353,20230404000000,retired,"1.2.250.1.213.1.1.5.353",JDV_Ovaire_pT_CISIS,JDV_Ovaire_pT_CISIS,"JDV_Ovaire_pT_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.354,20230404000000,retired,"1.2.250.1.213.1.1.5.354",JDV_Ovaire_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,JDV_Ovaire_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS,"JDV_Ovaire_Type_histologique_lesion_neoplasique_maligne_invasive_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.355,20230404000000,retired,"1.2.250.1.213.1.1.5.355",JDV_Pancreas_Extension_microscopique_macroscopique_tumeur_CISIS,JDV_Pancreas_Extension_microscopique_macroscopique_tumeur_CISIS,"JDV_Pancreas_Extension_microscopique_macroscopique_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.356,20230404000000,retired,"1.2.250.1.213.1.1.5.356",JDV_Pancreas_Localisation_tumeur_CISIS,JDV_Pancreas_Localisation_tumeur_CISIS,"JDV_Pancreas_Localisation_tumeur_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.357,20230404000000,retired,"1.2.250.1.213.1.1.5.357",JDV_Pancreas_Localisation_limites_resection_CISIS,JDV_Pancreas_Localisation_limites_resection_CISIS,"JDV_Pancreas_Localisation_limites_resection_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.358,20230404000000,retired,"1.2.250.1.213.1.1.5.358",JDV_Pancreas_Observation_anatomie_pathologique_CISIS,JDV_Pancreas_Observation_anatomie_pathologique_CISIS,"JDV_Pancreas_Observation_anatomie_pathologique_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.359,20230404000000,retired,"1.2.250.1.213.1.1.5.359",JDV_Pancreas_Organe_region_prelevement_CISIS,JDV_Pancreas_Organe_region_prelevement_CISIS,"JDV_Pancreas_Organe_region_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.36,20211231000000,retired,"1.2.250.1.213.1.1.5.36",JDV_SexePatient_CISIS,JDV_SexePatient_CISIS,"JDV_SexePatient_CISIS",,"LOINC"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.360,20230404000000,retired,"1.2.250.1.213.1.1.5.360",JDV_Pancreas_pN_CISIS,JDV_Pancreas_pN_CISIS,"JDV_Pancreas_pN_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.361,20230404000000,retired,"1.2.250.1.213.1.1.5.361",JDV_Pancreas_Procedure_prelevement_CISIS,JDV_Pancreas_Procedure_prelevement_CISIS,"JDV_Pancreas_Procedure_prelevement_CISIS",,"Other"
https://smt.esante.gouv.fr/fhir/ValueSet/1.2.250.1.213.1.1.5.362,20230404000000,retired,"1.2.250.1.213.1.1.5.362",JDV_Pancreas_pT_CISIS,JDV_Pancreas_pT_CISIS,"JDV_Pancreas_pT_CISIS",,"Other"
